method,path_length,path_depth,query_length,body_length,content_length,path_entropy,query_entropy,url_entropy,ua_length,ua_is_bot,ua_is_scanner,ua_is_suspicious,special_chars_path,special_chars_query,special_chars_body,has_sql_injection,has_path_traversal,has_command_injection,has_xss,has_php_exploit,is_post,is_get,is_uncommon_method,has_extension,suspicious_extension,common_exploit_path,label
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
POST,1,1,0,638,638,-0.0,0.0,-0.0,60,False,False,False,0,0,74,1,0,1,0,0,1,0,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
POST,12,1,63,241,241,3.0220552088742005,4.263469832518041,4.295889803381238,15,True,False,True,0,0,16,1,0,1,0,1,1,0,0,1,0,0,attack
POST,1,1,63,241,241,-0.0,4.263469832518041,4.267375797816042,15,True,False,True,0,0,16,1,0,1,0,1,1,0,0,0,0,0,attack
GET,51,7,0,33,33,4.1054420682284825,0.0,4.1054420682284825,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,47,6,0,33,33,4.027473159958119,0.0,4.027473159958119,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,43,6,0,33,33,4.175696440497044,0.0,4.175696440497044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,39,5,0,33,33,4.109138039864114,0.0,4.109138039864114,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,46,5,0,33,33,4.2326037389862705,0.0,4.2326037389862705,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,58,8,0,33,33,4.118431805652036,0.0,4.118431805652036,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,44,6,0,33,33,3.992856050160461,0.0,3.992856050160461,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,40,5,0,33,33,3.8561983328100955,0.0,3.8561983328100955,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,36,5,0,33,33,4.083274571476652,0.0,4.083274571476652,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,32,4,0,33,33,3.952819531114783,0.0,3.952819531114783,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,48,7,0,33,33,4.021721616561627,0.0,4.021721616561627,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,44,6,0,33,33,3.8936622325104544,0.0,3.8936622325104544,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,40,6,0,33,33,4.0964393446710154,0.0,4.0964393446710154,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,36,5,0,33,33,3.9721634603655414,0.0,3.9721634603655414,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.133556250195738,0.0,4.133556250195738,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,59,8,0,33,33,4.132063176223803,0.0,4.132063176223803,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,54,8,0,33,33,4.143414353855063,0.0,4.143414353855063,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.112733576964344,0.0,4.112733576964344,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.139782100892352,0.0,4.139782100892352,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,9,0,33,33,4.143350320764774,0.0,4.143350320764774,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,54,8,0,33,33,4.194430789080313,0.0,4.194430789080313,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.069217645515955,0.0,4.069217645515955,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.070136841430028,0.0,4.070136841430028,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,59,8,0,33,33,4.111397397429335,0.0,4.111397397429335,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.071977669324596,0.0,4.071977669324596,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.1685256807930084,0.0,4.1685256807930084,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.144489471050224,0.0,4.144489471050224,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,58,8,0,33,33,4.2172696251494655,0.0,4.2172696251494655,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.217720100474499,0.0,4.217720100474499,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,68,9,0,33,33,4.2372637599543825,0.0,4.2372637599543825,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.086823567930874,0.0,4.086823567930874,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,58,8,0,33,33,4.142019142794289,0.0,4.142019142794289,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.066108939837481,0.0,4.066108939837481,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.058543577121688,0.0,4.058543577121688,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,10,1,92,0,0,3.1219280948873624,4.7326037389862705,4.782158126404671,15,True,False,True,0,11,0,0,0,1,0,0,0,1,0,1,1,0,attack
GET,17,2,92,0,0,3.572469458770135,4.7326037389862705,4.795733243950537,15,True,False,True,0,11,0,0,0,1,0,0,0,1,0,1,1,0,attack
GET,10,1,109,0,0,3.1219280948873624,4.50446644158943,4.492265118236443,15,True,False,True,0,11,0,1,0,0,0,0,0,1,0,1,1,0,attack
GET,10,1,39,0,0,3.1219280948873624,2.861573372375561,3.1613236348405893,15,True,False,True,0,0,0,0,0,0,0,0,0,1,0,1,1,0,attack
GET,16,2,0,0,0,3.327819531114783,0.0,3.327819531114783,15,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,96,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,96,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,13,2,0,0,0,3.0850551027564768,0.0,3.0850551027564768,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
HEAD,1,1,0,0,0,-0.0,0.0,-0.0,137,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,0,True,True,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,152,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
POST,1,1,0,638,638,-0.0,0.0,-0.0,60,False,False,False,0,0,74,1,0,1,0,0,1,0,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,12,1,0,0,0,3.084962500721156,0.0,3.084962500721156,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,5,1,0,0,0,1.9219280948873623,0.0,1.9219280948873623,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,12,1,0,0,0,3.084962500721156,0.0,3.084962500721156,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,5,1,0,0,0,2.321928094887362,0.0,2.321928094887362,49,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,1,attack
GET,12,2,0,0,0,3.084962500721156,0.0,3.084962500721156,49,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1,attack
GET,11,1,0,0,0,2.8453509366224368,0.0,2.8453509366224368,4,True,False,True,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,198,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,72,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,140,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,101,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
